hint,coding_id,sample_id,coding_scheme,coding_result,
,D5,' 7-1774-1 ',The citation request is on project/software website.,0,
,D6,' 7-1774-1 ',The software has a publically accessible CITATION file.,0,
,D7,' 7-1774-1 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 7-1774-1 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 7-1774-1 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 7-1774-1 ',The citation request points to the software itself.,NA,
,D11,' 7-1774-1 ',The citation request points to a software publication.,NA,
,D12,' 7-1774-1 ',The citation request points to a domain science publication.,NA,
,D13,' 7-1774-1 ',The citation request points to a project.,NA,
,D14,' 7-1774-1 ',The citation request points to a non-software product other than the ones specified above.,NA,
,D15,' 7-1774-1 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 7-1774-1 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 7-1774-1 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 7-1774-1 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 7-1774-1 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 8-686-1 ',The extracted mention is a mention of software.,1,
,A2,' 8-686-1 ',"The mention is an ""instrument-like"" mention.",1,
Check `software_name`,A3,' 8-686-1 ',The name of the mentioned software is given in context.,1,
,A4,' 8-686-1 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 8-686-1 ',The version/release date of the mentioned software is given in context.,0,
,A6,' 8-686-1 ',The extracted `version` is an existing version of the mentioned software.,NA,
Check `publisher`,A7,' 8-686-1 ',The publisher/developer of the mentioned software is given in context.,1,
,A8,' 8-686-1 ',The extracted `publisher` is the publisher/creator of the mentioned software.,1,
Check `URL`,A9,' 8-686-1 ',The URL of the mentioned software is given in context.,0,
,A10,' 8-686-1 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 8-686-1 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 8-686-1 ',The mentioned software is used according to the context.,1,
,A13,' 8-686-1 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 8-686-1 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 8-686-1 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 8-686-1 ',The reference is a software publication.,NA,
,B4,' 8-686-1 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 8-686-1 ',The reference is a domain science publication.,NA,
,B6,' 8-686-1 ',The reference is a software manual/user guide.,NA,
,B7,' 8-686-1 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 8-686-1 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 8-686-1 ',The reference string contains the name of the software.,NA,
,B10,' 8-686-1 ',The reference string contains version/release date of the software.,NA,
,B11,' 8-686-1 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 8-686-1 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 8-686-1 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 8-686-1 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,https://www.fluidigm.com/software
,C3,' 8-686-1 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 8-686-1 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",,
,C5,' 8-686-1 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,,
Access to software,C6,' 8-686-1 ',There is no access to the software.,0,
,C7,' 8-686-1 ',There is only purchase access to the software.,1,
,C8,' 8-686-1 ',There is free access to the software.,0,
,C9,' 8-686-1 ',The source code of the software is accessible.,0,
,C10,' 8-686-1 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 8-686-1 ',The software has an open souce license.,0,
Citation request,D1,' 8-686-1 ',The software citation matches its citation request.,0,
,D2,' 8-686-1 ',The software has a publically accessible citation request in plain text style.,0,
,D3,' 8-686-1 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 8-686-1 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 8-686-1 ',The citation request is on project/software website.,0,
,D6,' 8-686-1 ',The software has a publically accessible CITATION file.,0,
,D7,' 8-686-1 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 8-686-1 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 8-686-1 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 8-686-1 ',The citation request points to the software itself.,NA,
,D11,' 8-686-1 ',The citation request points to a software publication.,NA,
,D12,' 8-686-1 ',The citation request points to a domain science publication.,NA,
,D13,' 8-686-1 ',The citation request points to a project.,NA,
,D14,' 8-686-1 ',The citation request points to a non-software product other than the ones specified above.,NA,
,D15,' 8-686-1 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 8-686-1 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 8-686-1 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 8-686-1 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 8-686-1 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 8-331-11 ',The extracted mention is a mention of software.,0,"This is explictly a data repository, albeit created with SWISS Model (second mention in the sentence is software, though)."
,A2,' 8-331-11 ',"The mention is an ""instrument-like"" mention.",,
Check `software_name`,A3,' 8-331-11 ',The name of the mentioned software is given in context.,,
,A4,' 8-331-11 ',The extracted `software_name` is the name of the mentioned software.,,
Check `version`,A5,' 8-331-11 ',The version/release date of the mentioned software is given in context.,,
,A6,' 8-331-11 ',The extracted `version` is an existing version of the mentioned software.,,
Check `publisher`,A7,' 8-331-11 ',The publisher/developer of the mentioned software is given in context.,,
,A8,' 8-331-11 ',The extracted `publisher` is the publisher/creator of the mentioned software.,,
Check `URL`,A9,' 8-331-11 ',The URL of the mentioned software is given in context.,,
,A10,' 8-331-11 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,,
Check `context`,A11,' 8-331-11 ',"Additional configuration details of the software is given (e.g., operating environment)",,
Indicating whether the software is used should be one of the citation functions.,A12,' 8-331-11 ',The mentioned software is used according to the context.,,
,A13,' 8-331-11 ',The mentioned software is not used according to the context.,,
Check `tei`,B1,' 8-331-11 ',The mention has an extracted reference entry from bibliography.,,
,B2,' 8-331-11 ',The extracted reference entry is the reference of this work.,,
,B3,' 8-331-11 ',The reference is a software publication.,,
,B4,' 8-331-11 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",,
,B5,' 8-331-11 ',The reference is a domain science publication.,,
,B6,' 8-331-11 ',The reference is a software manual/user guide.,,
,B7,' 8-331-11 ',The reference points to a project but the not the software product.,,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 8-331-11 ',Paste the reference string from the publication if the extracted one is not correct:,,
,B9,' 8-331-11 ',The reference string contains the name of the software.,,
,B10,' 8-331-11 ',The reference string contains version/release date of the software.,,
,B11,' 8-331-11 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,,
,B12,' 8-331-11 ',The reference string contains the publisher/creator of the mentioned software.,,
Citation functions,C1,' 8-331-11 ',The software is an identifiable entity with the extracted information.,,
,C2,' 8-331-11 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",,
,C3,' 8-331-11 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",,
,C4,' 8-331-11 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",,
,C5,' 8-331-11 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,,
Access to software,C6,' 8-331-11 ',There is no access to the software.,,
,C7,' 8-331-11 ',There is only purchase access to the software.,,
,C8,' 8-331-11 ',There is free access to the software.,,
,C9,' 8-331-11 ',The source code of the software is accessible.,,
,C10,' 8-331-11 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",,
,C11,' 8-331-11 ',The software has an open souce license.,,
Citation request,D1,' 8-331-11 ',The software citation matches its citation request.,,
,D2,' 8-331-11 ',The software has a publically accessible citation request in plain text style.,,
,D3,' 8-331-11 ',The software has a publically accessible citation request in BibTex format.,,
,D4,' 8-331-11 ',"The citation request is in a working repository README. (e.g., GitHub)",,
,D5,' 8-331-11 ',The citation request is on project/software website.,,
,D6,' 8-331-11 ',The software has a publically accessible CITATION file.,,
,D7,' 8-331-11 ',The software has a publically accessible CITATION.cff.,,
,D8,' 8-331-11 ',The software has a publically accessible CodeMeta file.,,
,D9,' 8-331-11 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",,
,D10,' 8-331-11 ',The citation request points to the software itself.,,
,D11,' 8-331-11 ',The citation request points to a software publication.,,
,D12,' 8-331-11 ',The citation request points to a domain science publication.,,
,D13,' 8-331-11 ',The citation request points to a project.,,
,D14,' 8-331-11 ',The citation request points to a non-software product other than the ones specified above.,,
,D15,' 8-331-11 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 8-331-11 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 8-331-11 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 8-331-11 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 8-331-11 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 9-11008-0 ',The extracted mention is a mention of software.,1,
,A2,' 9-11008-0 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 9-11008-0 ',The name of the mentioned software is given in context.,1,
,A4,' 9-11008-0 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 9-11008-0 ',The version/release date of the mentioned software is given in context.,1,
,A6,' 9-11008-0 ',The extracted `version` is an existing version of the mentioned software.,1,
Check `publisher`,A7,' 9-11008-0 ',The publisher/developer of the mentioned software is given in context.,0,
,A8,' 9-11008-0 ',The extracted `publisher` is the publisher/creator of the mentioned software.,NA,
Check `URL`,A9,' 9-11008-0 ',The URL of the mentioned software is given in context.,0,
,A10,' 9-11008-0 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 9-11008-0 ',"Additional configuration details of the software is given (e.g., operating environment)",1,p values I guess
Indicating whether the software is used should be one of the citation functions.,A12,' 9-11008-0 ',The mentioned software is used according to the context.,1,
,A13,' 9-11008-0 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 9-11008-0 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 9-11008-0 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 9-11008-0 ',The reference is a software publication.,NA,
,B4,' 9-11008-0 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 9-11008-0 ',The reference is a domain science publication.,NA,
,B6,' 9-11008-0 ',The reference is a software manual/user guide.,NA,
,B7,' 9-11008-0 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 9-11008-0 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 9-11008-0 ',The reference string contains the name of the software.,NA,
,B10,' 9-11008-0 ',The reference string contains version/release date of the software.,NA,
,B11,' 9-11008-0 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 9-11008-0 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 9-11008-0 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 9-11008-0 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 9-11008-0 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",1,
,C4,' 9-11008-0 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",,
,C5,' 9-11008-0 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,,
Access to software,C6,' 9-11008-0 ',There is no access to the software.,0,
,C7,' 9-11008-0 ',There is only purchase access to the software.,1,
,C8,' 9-11008-0 ',There is free access to the software.,0,
,C9,' 9-11008-0 ',The source code of the software is accessible.,0,
,C10,' 9-11008-0 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 9-11008-0 ',The software has an open souce license.,0,
Citation request,D1,' 9-11008-0 ',The software citation matches its citation request.,0,
,D2,' 9-11008-0 ',The software has a publically accessible citation request in plain text style.,1,https://www.ibm.com/support/pages/how-cite-ibm-spss-statistics-or-earlier-versions-spss
,D3,' 9-11008-0 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 9-11008-0 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 9-11008-0 ',The citation request is on project/software website.,1,
,D6,' 9-11008-0 ',The software has a publically accessible CITATION file.,0,
,D7,' 9-11008-0 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 9-11008-0 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 9-11008-0 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 9-11008-0 ',The citation request points to the software itself.,1,It's like instrument
,D11,' 9-11008-0 ',The citation request points to a software publication.,0,
,D12,' 9-11008-0 ',The citation request points to a domain science publication.,0,
,D13,' 9-11008-0 ',The citation request points to a project.,0,
,D14,' 9-11008-0 ',The citation request points to a non-software product other than the ones specified above.,0,
,D15,' 9-11008-0 ',OPTIONAL please specify the type of the requested citation object:,,
,D16,' 9-11008-0 ',OPTIONAL please copy and paste the link to the citation request:,,
,D17,' 9-11008-0 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 9-11008-0 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 9-11008-0 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
Check `context`,A1,' 9-10493-0 ',The extracted mention is a mention of software.,1,
,A2,' 9-10493-0 ',"The mention is an ""instrument-like"" mention.",0,
Check `software_name`,A3,' 9-10493-0 ',The name of the mentioned software is given in context.,1,
,A4,' 9-10493-0 ',The extracted `software_name` is the name of the mentioned software.,1,
Check `version`,A5,' 9-10493-0 ',The version/release date of the mentioned software is given in context.,0,
,A6,' 9-10493-0 ',The extracted `version` is an existing version of the mentioned software.,NA,
Check `publisher`,A7,' 9-10493-0 ',The publisher/developer of the mentioned software is given in context.,0,
,A8,' 9-10493-0 ',The extracted `publisher` is the publisher/creator of the mentioned software.,NA,
Check `URL`,A9,' 9-10493-0 ',The URL of the mentioned software is given in context.,0,
,A10,' 9-10493-0 ',The extracted `URL` is the URL of the mentioned software. The URL can be a resolvable identifier.,NA,
Check `context`,A11,' 9-10493-0 ',"Additional configuration details of the software is given (e.g., operating environment)",0,
Indicating whether the software is used should be one of the citation functions.,A12,' 9-10493-0 ',The mentioned software is used according to the context.,0,not really answerable.
,A13,' 9-10493-0 ',The mentioned software is not used according to the context.,0,
Check `tei`,B1,' 9-10493-0 ',The mention has an extracted reference entry from bibliography.,0,
,B2,' 9-10493-0 ',The extracted reference entry is the reference of this work.,NA,
,B3,' 9-10493-0 ',The reference is a software publication.,NA,
,B4,' 9-10493-0 ',"The reference points to the software itself in any form (e.g., source code; container; executable) or its metadata.",NA,
,B5,' 9-10493-0 ',The reference is a domain science publication.,NA,
,B6,' 9-10493-0 ',The reference is a software manual/user guide.,NA,
,B7,' 9-10493-0 ',The reference points to a project but the not the software product.,NA,
"If the extracted reference entry is not the right one, then check the actual reference entry in the publication.",B8,' 9-10493-0 ',Paste the reference string from the publication if the extracted one is not correct:,NA,
,B9,' 9-10493-0 ',The reference string contains the name of the software.,NA,
,B10,' 9-10493-0 ',The reference string contains version/release date of the software.,NA,
,B11,' 9-10493-0 ',The reference string contains an URL of the software/project. The URL can be a resolvable identifier.,NA,
,B12,' 9-10493-0 ',The reference string contains the publisher/creator of the mentioned software.,NA,
Citation functions,C1,' 9-10493-0 ',The software is an identifiable entity with the extracted information.,1,
,C2,' 9-10493-0 ',"According to both in-text mention and references, at least one online presence (e.g., source code or online manual) of the software is findable.",1,
,C3,' 9-10493-0 ',"According to both in-text mention and references, the specific version of the software mentioned in the article is findable online (if there is one).",NA,
,C4,' 9-10493-0 ',"Either or both in-text mention and references contains a unique, persistent identifier (e.g., DOI, ARK, Handle, PURL, NBN) that can resolve to the software itself and/or its metadata. (i.e., the software itself is registered with a persistent URI)",0,
,C5,' 9-10493-0 ',Either or both in-text mention and references contains a commit hash that points to a snapshot of the software,0,
Access to software,C6,' 9-10493-0 ',There is no access to the software.,0,
,C7,' 9-10493-0 ',There is only purchase access to the software.,1,Part of Office  365
,C8,' 9-10493-0 ',There is free access to the software.,0,
,C9,' 9-10493-0 ',The source code of the software is accessible.,0,
,C10,' 9-10493-0 ',"The software has a permission to modify. (i.e., free software or an open source license is available; no permission if it requires personal contact)",0,
,C11,' 9-10493-0 ',The software has an open souce license.,0,
Citation request,D1,' 9-10493-0 ',The software citation matches its citation request.,NA,
,D2,' 9-10493-0 ',The software has a publically accessible citation request in plain text style.,0,
,D3,' 9-10493-0 ',The software has a publically accessible citation request in BibTex format.,0,
,D4,' 9-10493-0 ',"The citation request is in a working repository README. (e.g., GitHub)",0,
,D5,' 9-10493-0 ',The citation request is on project/software website.,0,
,D6,' 9-10493-0 ',The software has a publically accessible CITATION file.,0,
,D7,' 9-10493-0 ',The software has a publically accessible CITATION.cff.,0,
,D8,' 9-10493-0 ',The software has a publically accessible CodeMeta file.,0,
,D9,' 9-10493-0 ',"The software has a publically accessible, domain-specific citation request, such as R CITATION/R DESCRIPTION file.",0,
,D10,' 9-10493-0 ',The citation request points to the software itself.,NA,
,D11,' 9-10493-0 ',The citation request points to a software publication.,NA,
,D12,' 9-10493-0 ',The citation request points to a domain science publication.,NA,
,D13,' 9-10493-0 ',The citation request points to a project.,NA,
,D14,' 9-10493-0 ',The citation request points to a non-software product other than the ones specified above.,NA,
,D15,' 9-10493-0 ',OPTIONAL please specify the type of the requested citation object:,NA,
,D16,' 9-10493-0 ',OPTIONAL please copy and paste the link to the citation request:,NA,
,D17,' 9-10493-0 ',"The software has at least one version published to an archival repository (e.g., institutional repository, Zenodo, figshare)",,
,D18,' 9-10493-0 ',"The software has at least one version that has a unique, persistent identifier such as a DOI, ARK, Handle, PURL, or NBN.",,
,D19,' 9-10493-0 ',"The metadata of the software itself is publically accessible, including a unique and persistent identifier, name of the software, authors/contributors, version/release date, access information (e.g., not available/online location/working repository)",,
